match_id,team_id,minute,second,taker_id,keeper_id,foot,is_goal
x6Qa3Jg,EPkbL,58,37,bEXQP0gd,8zLV8dgY,right,TRUE
EX1JrQg,Bx4AL,67,26,JEyY1jEk,8zLV8dgY,right,TRUE
EA328ax,xYnYL,87,21,yx6657x9,8zLV8dgY,right,TRUE
g9j3yYx,EPkbL,81,8,Ygkjl0Ed,8zLV8dgY,left,TRUE
gkMmwkL,Vg9zx,64,58,7EAJkKg4,KZgnMpEp,right,FALSE
gKpON8x,jL85E,46,33,3EeX1OL4,KZgnMpEp,right,TRUE
LQKyB4g,EjQQL,87,43,jL8045L2,KZgnMpEp,right,FALSE
LQKyB4g,EjQQL,65,16,4Ew4Opgp,KZgnMpEp,right,FALSE
LVJ0lZL,jL85E,86,13,3EeD6pL4,DPLlKZxM,right,TRUE
xbyB2Vg,0LzWE,80,10,nGLRvbLj,DPLlKZxM,right,TRUE
g7njzoE,6gKRE,58,40,RxY6rnLZ,JlLNRWLD,left,TRUE
LR9DQDx,6gKRE,50,21,MxMaAyxr,JlLNRWLD,left,FALSE
LBZ8XWL,EDbrx,58,18,0g7d1Zxd,JlLNRWLD,right,TRUE
L8DJN5L,grJ5g,18,47,17EAVbg4,JlLNRWLD,right,TRUE
EZWPMeg,6gKRE,48,1,1RxYnYLZ,JlLNRWLD,left,TRUE
LVppYag,gWKWg,42,24,0gJnw8gj,JlLNRWLD,right,TRUE
gGvKyeE,EDbrx,55,57,zLVOXZEY,JlLNRWLD,left,FALSE
g0keVPE,g057x,81,14,5x3leoLq,JlLNRWLD,right,TRUE
LmQmW7L,gKlax,35,38,1goOVBg9,JlLNRWLD,left,FALSE
LpJDoeg,GL2Qx,60,42,QEZWGzge,JlLNRWLD,right,TRUE
EdGN52L,gWKWg,26,22,0gJnw8gj,JlLNRWLD,right,TRUE
L2MWr6x,bg0Qx,70,52,0gJjq8gj,JlLNRWLD,right,FALSE
Ew9jGBx,PEjDx,90,33,17EAP7L4,JlLNRWLD,right,TRUE
EqObndx,EAo7x,87,40,0LzB9BLz,JlLNRWLD,right,FALSE
xbyPvBg,PEjDx,82,36,17EAP7L4,JlLNRWLD,right,FALSE
LO8oqoE,GLRPg,49,38,bg0ybPxj,KZgn95Ep,left,TRUE
xbyBRqg,GLRPg,85,48,yLQwykgD,KZgn95Ep,right,TRUE
gW0DNqx,0LzWE,32,33,nGLRvbLj,KZgn95Ep,right,TRUE
goDXeex,x4Kwg,86,48,6gKZ8mEQ,vgrvA0gk,left,TRUE
xvwPAVL,EykPx,54,20,pgWn2dEy,vgrvA0gk,right,TRUE
gKd3m9x,EZvzE,84,3,Vg9Ae4g3,vgrvA0gk,right,TRUE
xvwPAyL,EZpRx,36,15,7EAK97x4,vgrvA0gk,right,TRUE
goDXYqx,LQBbE,32,34,Vg9O6zL3,vgrvA0gk,right,TRUE
LzMPr4x,g9Z3x,31,56,GL2N3OLP,vgrvA0gk,left,TRUE
x5j5PRL,xvyDg,86,0,yx6elQrg,vgrvA0gk,right,TRUE
EqOPqox,x35zE,20,53,VgaGMWLa,vgrvA0gk,left,TRUE
EenvKrg,xY8kg,66,34,DPLlpRLM,3EeA6KE4,right,FALSE
xY7GYkE,xY7nE,83,22,YgkvjdJE,3EeA6KE4,left,TRUE
g9QZd3g,ED4mE,31,7,GLRJ5vLj,3EeA6KE4,right,TRUE
gr5aV0E,EjQQL,57,5,jL8045L2,3EeA6KE4,right,TRUE
xvwG57L,x5oeE,71,26,yLQNbwED,3EeA6KE4,left,FALSE
gJ8zz2L,x6m7g,81,13,3EenvQg4,3EeA6KE4,left,TRUE
Eyak6aE,EAwjx,82,2,GLOyl5gD,3EeA6KE4,right,FALSE
Ey7NwJx,EAnag,63,7,1go0K9x9,3EeA6KE4,left,TRUE
x69kBmg,x5YPx,44,38,1x5AbWqx,3EeA6KE4,right,TRUE
EjQOaAL,xY7nE,39,9,yx6Jnax9,3EeA6KE4,right,TRUE
LOp046E,EjQQL,5,36,0Lp2vngd,yx6enzg9,right,TRUE
LNZPW7L,gaQ8g,6,45,vgrZ53gk,MxMoRnEr,right,TRUE
grJ3n0g,GL2Qx,5,44,YgkQRqLd,MxMoRnEr,left,TRUE
LV8y67g,EeM6E,62,17,8JEy9DEk,MxMoRnEr,left,TRUE
gr5nD3E,PEjDx,20,32,17EAP7L4,MxMoRnEr,right,TRUE
xYWjKpE,EjYZL,56,11,GLmA4oLj,MxMoRnEr,right,TRUE
LlpjPDL,5x3zg,73,33,ZgnzZ5gp,MxMoRnEr,right,TRUE
EX1Pr2g,EDbrx,75,18,0LzByWLz,MxMoRnEr,right,FALSE
LO8PRoE,gWKWg,30,25,pgWOy5gy,MxMoRnEr,right,TRUE
Ewo1yVE,g057x,11,55,NEdn6GVx,MxMoRnEr,left,TRUE
LBABQ6x,PEjDx,46,10,17EAP7L4,MxMoRnEr,right,TRUE
LRKrGPE,5x3zg,71,17,yLQAMdLD,MxMoRnEr,right,FALSE
LQwrM1g,0gJwx,73,49,0gJADpEj,MxMoRnEr,right,TRUE
EyJKoog,5x3zg,69,54,MxMaRJxr,MxMoRnEr,right,FALSE
x5jKRRL,x3D9L,53,44,bEXVGlxd,MxMoRnEr,right,TRUE
g17K22L,NEdpE,32,33,Bx42VpE2,MxMoRnEr,right,FALSE
LQj9QkE,x5YPx,73,50,bg0N4PLj,1x5ANPxK,right,TRUE
EDY101g,Ll1DE,6,46,lLNwP9ED,1x5ANPxK,right,TRUE
Llp72QL,xY8kg,91,39,DPLlpRLM,1x5ANPxK,right,TRUE
xvDP8yE,goyzL,68,19,NEqrbVWg,1x5ANPxK,right,TRUE
gn0kaYL,xY7nE,31,25,pEPvVqxM,1x5ANPxK,left,TRUE
LNZj0BL,x5w9E,18,34,4EwroGLp,1x5ANPxK,right,TRUE
xvDPRVE,EjQQL,21,30,0Lp2vngd,1x5ANPxK,right,TRUE
x4YJWKL,Ll1DE,30,20,lLNwP9ED,1x5ANPxK,right,TRUE
xbnV0nx,EjQQL,94,23,PLlnZpdg,1x5ANPxK,right,TRUE
g92wMYx,LBQGx,60,22,yLQjR1ED,1x5ANPxK,right,TRUE
LRG5VbE,xv9yg,44,31,GLmJYzEj,1x5ANPxK,left,FALSE
gnjPOAg,x6m7g,2,8,0g7lemBx,1x5ANPxK,right,FALSE
L2plB9g,EDDJE,87,23,JEya2yEk,1x5ANPxK,right,TRUE
LR9ZlOx,EAnag,22,9,PLlZq3gM,1x5ANPxK,right,TRUE
gWy50OL,EAwjx,58,55,GLOyl5gD,1x5ANPxK,right,TRUE
x5n5MoL,x5YPx,82,18,YgkeA6Ld,1x5ANPxK,right,TRUE
L8N6bng,x5w9E,23,52,0g7kpogd,1x5ANPxK,right,TRUE
LBqkMGx,EAwjx,48,29,0gJAVdXE,1x5ANPxK,right,TRUE
g17bO3L,xbOBL,45,28,NEqleWL2,1x5ANPxK,right,FALSE
EZGz7dg,Ll1DE,34,44,lLNwP9ED,1x5ANPxK,right,TRUE
x40y3px,goyzL,49,43,PLld7RLM,1x5ANPxK,right,TRUE
EDY101g,Ll1DE,75,29,yx6er72g,1x5ANPxK,left,FALSE
xb51Jag,EAnag,40,42,pEPvQ2xM,1x5ANPxK,right,TRUE
g0pB2vg,Ew2wL,26,12,pEPBvwxM,1x5ANPxK,right,TRUE
g08Yb6g,Lp6og,69,25,GLmnVBJE,1x5ANPxK,right,TRUE
x5n5MoL,x5YPx,20,36,1x5AbWqx,1x5ANPxK,right,TRUE
g0wnjvE,g089g,47,3,ZgnVP5gp,1x5ANPxK,left,TRUE
gn0kvBL,Ew2wL,52,16,5x3p9aLq,1x5ANPxK,right,TRUE
x4YJWKL,Ll1DE,95,46,lLNwP9ED,1x5ANPxK,right,TRUE
LlyO7qE,x6m7g,54,51,bg0bVlLj,1x5ANPxK,right,TRUE
LRG5PvE,ED4mE,63,14,4EwkbJ8E,1x5ANPxK,left,TRUE
EAY0Q8E,g0bML,89,24,zQEZBdEe,1x5ANPxK,left,TRUE
x3XvmaL,LQ0wx,31,52,7EAP3aaL,1x5ANPxK,right,TRUE
xb51Jag,EAnag,82,5,pEPvQ2xM,1x5ANPxK,right,TRUE
g7VXdRE,x5w9E,46,20,zLVqWbxY,1x5ANPxK,right,TRUE
go06Xex,Ednpx,65,9,lLN076gD,Vg95Jrg3,right,TRUE
EXBdQVx,xbGkL,54,23,yLQDkmxD,Vg95Jrg3,right,TRUE
xM4dOJg,LO5kl,89,40,0g7pD1xd,Vg95Jrg3,left,TRUE
xM59eqx,ga52g,40,53,QEZ1P0Le,Vg95Jrg3,left,TRUE
goD3Nqx,gWBKE,91,24,RxYG3yEZ,Vg95Jrg3,right,FALSE
L8oAZVx,LmnzE,29,28,y1x5QXxK,Vg95Jrg3,right,TRUE
x4QbbJL,ga52g,29,42,QEZ1P0Le,Vg95Jrg3,left,TRUE
go06Xex,Ednpx,72,46,Bx42yAE2,Vg95Jrg3,right,TRUE
gKZb99E,LzlWg,67,3,zLVOJmEY,Vg95Jrg3,right,TRUE
x527BeL,gGneE,40,59,RxYaQkxZ,Vg95Jrg3,left,TRUE
LOA953g,ga52g,30,48,QEZ1P0Le,Vg95Jrg3,left,TRUE
xM59eqx,ga52g,10,38,QEZ1P0Le,Vg95Jrg3,left,TRUE
gklMGAx,L2AQx,88,22,0Lp0OwLd,Vg95Jrg3,right,FALSE
gWYbBaL,gGneE,77,43,Kyx6m7g9,Vg95Jrg3,right,FALSE
goJN0BE,bED4E,42,56,0LpX3eLd,Vg95Jrg3,left,TRUE
Ee609Pg,LN7BE,7,56,l5x3Nmgq,Vg95Jrg3,right,TRUE
EDDX2rE,LVB6L,59,42,0LzlnANg,1x5AaoxK,left,TRUE
Ee7DwXx,EykPx,9,58,1goVPzE9,1x5AaoxK,left,TRUE
gn0eVpL,EZpRx,21,32,GLOyl5gD,1x5AaoxK,right,TRUE
EdWBvpL,EZvzE,93,49,0Lz20vLz,1x5AaoxK,right,TRUE
xMkmQ8E,xblaE,35,36,VgaK11La,1x5AaoxK,left,FALSE
EwO4OVE,EDQYg,20,24,JlLNmaxD,1x5AaoxK,right,TRUE
g0y5Mvx,xvyDg,76,32,7g1yOGgm,1x5AaoxK,right,FALSE
g9YlZ4g,LQVdE,50,54,GLmlA9xj,RxYAaMxZ,left,TRUE
gkYzKML,LRyOx,23,45,vgrAMbEk,RxYAaMxZ,left,TRUE
LBpAB2g,EdVwx,73,32,vgryw0Ek,Vga5A7ga,right,TRUE
gnR0e1g,gkvzE,56,57,pgWOy5gy,JEybRJgk,right,TRUE
EjQG87L,grZYg,121,1,7g1m12gm,JEybRJgk,right,FALSE
gaA4Bjg,x3Nmg,9,45,JEyvRDgk,JEybRJgk,right,FALSE
goZnV3E,LQy1L,6,3,Vg9O6zL3,JEybRJgk,right,TRUE
xv9JAyg,x35zE,8,18,1goO5zg9,JEybRJgk,right,TRUE
gakpKjL,gnlZL,52,12,RxY91kxZ,JEybRJgk,right,FALSE
LlW1KVx,LQPkx,61,58,pgWB6KEy,JEybRJgk,right,FALSE
g1Qjj3g,gGroE,27,41,PLlwbexM,JEybRJgk,left,TRUE
EdGOV5L,gaq8g,48,5,YgkWX0gd,JEybRJgk,right,TRUE
gWKDOQg,EjpDx,86,6,1gopDvx9,JEybRJgk,left,TRUE
EjQG87L,grZYg,122,26,yx6mn7g9,JEybRJgk,right,TRUE
EwlO98g,gkvzE,41,1,3EeX1OL4,JEybRJgk,right,TRUE
EjQG87L,grZYg,123,55,7EAYpZE4,JEybRJgk,right,TRUE
xYZW8GL,EjpDx,50,19,7gGjjeEw,JEybRJgk,left,TRUE
EZymKdL,x6m7g,68,11,bEX57Qgd,JEybRJgk,right,FALSE
LpWJaqx,LpawE,2,4,JEyb2Ajg,JEybRJgk,right,TRUE
xMVQk8L,goRvE,62,43,pgW9vqLy,JEybRJgk,right,TRUE
gaAGB2g,EAnjg,54,40,vgrvOdYg,JEybRJgk,right,TRUE
EdGOyVL,EqM6E,47,46,ZgnlaNqL,JEybRJgk,left,FALSE
xve7o7g,EZpRx,67,15,RxYAb3xZ,JEybRJgk,right,TRUE
gapv57E,L8j5g,34,7,17EAabE4,JEybRJgk,right,TRUE
LVpn26g,x3O9x,74,12,3Eeqm6E4,JEybRJgk,right,TRUE
LOBpWkx,ga52g,52,4,QEZ1P0Le,JEybRJgk,left,TRUE
g9Yjy2g,xMo8E,53,58,Zxvqw2g0,JEybRJgk,right,TRUE
LpORVBx,Ew0pg,34,49,PLl26dgM,JEybRJgk,left,TRUE
EjQG87L,grZYg,125,21,1x5nPBLK,JEybRJgk,right,FALSE
g1wea0L,gWkdg,46,22,YgkmvJLd,JEybRJgk,right,TRUE
gGbbdoE,L2N6L,29,43,5x3akWEq,JEybRJgk,right,TRUE
xY8ddYg,gkvzE,41,1,QEZpNMdx,JEybRJgk,left,TRUE
gJkyj2x,Eyv2g,80,14,6gKqVeLQ,1godvex9,right,TRUE
gGb79oE,LNoDE,45,29,lLNOaBED,1godvex9,right,TRUE
gGb79oE,LNoDE,55,59,lLNOaBED,1godvex9,right,TRUE
x3baWmg,xYAGZ,67,2,bEDJMYx7,1godvex9,right,TRUE
LB3Q3PE,gkvzE,30,12,1vgr7lxk,1godvex9,right,TRUE
xYWVVME,gGbkE,91,31,Zxvya3g0,1godvex9,right,TRUE
x5oOrqE,EdVwx,74,14,MxM3kAEr,1godvex9,right,FALSE
EqMDaDE,LNoDE,19,43,GLOWvzLD,1godvex9,right,TRUE
EPb4kbx,L8j5g,85,57,pEPvQ2xM,1godvex9,right,FALSE
x3baWmg,xYAGZ,27,38,bEDJMYx7,1godvex9,right,TRUE
gGb7mAE,LR6PL,34,38,GLRBVoLj,1godvex9,right,FALSE
xYVPmeL,rxbAg,35,38,0gJnn7gj,ZxvyJvg0,right,TRUE
x4j9zkE,EAP9X,60,51,pgWB5aEy,bEDwXmL7,right,FALSE
gnqnXYE,Eyv2g,46,28,6gKqVeLQ,ZgnlbBLp,right,FALSE
EylzaaL,0LzWE,22,53,lLN801gD,ZgnlbBLp,right,TRUE
Ewo2Y8E,Bx4AL,15,36,pgWBYQEy,ZgnlbBLp,right,TRUE
EXqlJeg,xYnYL,88,24,VgaQo1ga,ZgnlbBLp,left,TRUE
EXV35wx,xYnYL,54,28,0g7YaaLd,ZgnlbBLp,right,TRUE
gnjz0wg,LNpOg,2,2,3EeOYDx4,ZgnlbBLp,left,TRUE
Ey92GoE,LOe5g,4,24,7g16Qrxm,ZgnlbBLp,left,FALSE
Ew9AkVx,god0x,87,27,GL2d6DgP,bEDwPYL7,right,TRUE
LQwoR6g,EeA6E,79,5,Bx47oAg2,bEDwPYL7,right,TRUE
LlYNjdE,xvyDg,17,32,7g1yOGgm,bEDwPYL7,right,TRUE
EAZ16Dg,grv2g,70,48,GLB46vg4,YgkvApEd,right,TRUE
grRQeJg,gnMpE,67,19,GLOMZzgD,YgkvApEd,right,FALSE
LO3ppzL,Ll7Dx,81,40,Zxvya3g0,YgkvApEd,right,TRUE
x4bZ1ME,Ew4Gg,29,52,0gJJw2gj,YgkvApEd,right,TRUE
g0bpb7L,gKlax,59,39,RxY7W4EZ,YgkvApEd,right,FALSE
LRKrObE,JEy1E,11,22,PEjpr2x4,YgkvApEd,right,FALSE
xbYnNJg,PEjDx,56,31,7EANvZg4,YgkvApEd,right,TRUE
EyYzeJE,gGbkE,56,54,Vg9OGrL3,YgkvApEd,right,TRUE
g0QaAOx,gGbkE,26,52,GL2nAvLP,YgkvApEd,right,TRUE
LNb24OL,Ednpx,27,45,1x52Y0LK,YgkvApEd,left,TRUE
L2dy9Qg,GL2Qx,55,31,GL2oZNEP,YgkvApEd,right,TRUE
g1Qeeeg,Eqreg,9,51,GL23XDEP,YgkvApEd,right,TRUE
gKBpZRE,Lln5g,83,33,lLNAv9xD,YgkvApEd,left,TRUE
EZOB8zg,Lln5g,32,31,GL2nAvLP,YgkvApEd,right,TRUE
gWy01QL,g9XJE,93,42,pgWkB7Og,YgkvApEd,right,TRUE
gae94bg,LO5kl,2,14,GL21vZxP,YgkvApEd,left,TRUE
EeDQK1L,gKlax,88,0,1goOVBg9,YgkvApEd,left,TRUE
L2n1vDL,EeM6E,20,21,0gJAZPEj,YgkvApEd,right,TRUE
x5JJlqL,LO1og,8,25,Bx4pjWx2,YgkvApEd,right,TRUE
EXMmN8g,Eyb1g,82,50,6gKDqRxQ,YgkvApEd,right,TRUE
EeDQK1L,gKlax,61,40,1goOVBg9,YgkvApEd,left,TRUE
gWya8WL,g9m5g,77,59,0LprrAgd,YgkvApEd,right,TRUE
LO1ywog,JEy1E,80,11,0LpX3eLd,YgkvApEd,left,TRUE
xb5Q2Bg,L8j5g,60,27,yLQNX0ED,YgkvApEd,right,FALSE
g0bpb7L,gKlax,63,23,QEZWeRge,YgkvApEd,right,TRUE
x32l6Ag,gGneE,25,3,lLND31gD,YgkvApEd,right,FALSE
Ejl8y2x,EyblX,61,15,GLB406g4,7EAP6XL4,right,TRUE
xbyMDBg,LQ0wx,60,8,lLNWQWED,7EAP6XL4,left,TRUE
EZyb6WL,xbOBL,55,58,ZgnDjALp,7EAP6XL4,right,FALSE
gGJGVkE,xY8kg,73,22,yLQZw1ED,7EAP6XL4,right,TRUE
gJjRlXg,EypaL,42,10,JlLN2dLD,7EAP6XL4,left,FALSE
LBpn0Og,PEjDx,78,42,17EAP7L4,GLO5VkgD,right,TRUE
x5lmJRg,GLB6L,63,37,D7g14EmK,GLO5VkgD,right,TRUE
x6Q2M2g,x5w9E,91,24,ZxvoRqL0,GLBykox4,right,TRUE
goO8zog,x5YPx,5,0,4Ew0Z8gp,GLBykox4,right,TRUE
Ed68Onx,Ll1DE,93,0,7g19XQgm,GLBykox4,right,FALSE
EjOwV2g,EA0DL,49,58,lLNQB9xD,yLQBV6ED,left,TRUE
g7bn59E,g95zg,23,21,5x30BlLq,yLQBV6ED,right,TRUE
EX8V8lE,L8j5g,4,40,pEPvQ2xM,yLQBV6ED,right,TRUE
g05klOx,LN7BE,9,50,lLNOQaED,yLQBV6ED,right,TRUE
g05klOx,LN7BE,74,45,5x3Y4oEq,yLQBV6ED,right,TRUE
gk5oa0L,EqMWE,88,52,vgrZX5gk,yLQBV6ED,right,FALSE
gGJOyAE,EZpRx,4,59,RxYAb3xZ,PLln5dgM,right,FALSE
gWKD1qg,EeA6E,34,50,Bx47oAg2,PLln5dgM,right,TRUE
gJnmlwg,EZvzE,24,30,Vg9Ae4g3,PLln5dgM,right,TRUE
xY7RMZE,EeA6E,83,54,Bx47oAg2,PLln5dgM,right,TRUE
gKyDDmL,xvd8E,27,23,7EAQ8jE4,PLln5dgM,left,FALSE
gn0eYpL,xMo8E,26,59,GLOGAzLD,PLln5dgM,right,TRUE
xY7RMZE,EeA6E,22,46,Bx47oAg2,PLln5dgM,right,TRUE
gJnmN2g,xMo8E,15,16,Vgaq02ga,PLln5dgM,right,TRUE
LmQllML,L2N6L,34,40,Vg9p63E3,PLln5dgM,left,TRUE
LmQllML,L2N6L,95,15,0g75DRLd,PLln5dgM,right,TRUE
Ey9Rk2E,EZpRx,63,52,GLOyl5gD,PLln5dgM,right,TRUE
x5Ylj0x,gnlZL,84,47,0g7qa0Ld,PLln5dgM,right,FALSE
x5jWlBL,pgWdx,42,58,RxYq5yxZ,vgrve0gk,right,FALSE
LR4lj1g,PEjDx,76,27,vgrd7eLk,vgrve0gk,right,TRUE
EX1P5eg,EAo7x,88,30,pgWK1agy,vgrve0gk,left,TRUE
EjlJjGx,pgWdx,42,6,5PEjyGL4,vgrve0gk,right,TRUE
EyQ12XE,Ew4Gg,89,48,yLQZPmED,vgrve0gk,right,FALSE
x5jWlBL,pgWdx,79,35,pgWpedxy,vgrve0gk,right,TRUE
gopPYox,Ew4Gg,86,2,RxYW8nEZ,vgrve0gk,right,TRUE
x5wDXoE,bED4E,90,0,vgrJWYgk,vgrve0gk,right,TRUE
g7wjV1g,xbyBg,7,53,pgWBYQEy,vgrve0gk,right,FALSE
EP9Xb2g,GL2Qx,36,10,6gKym8LQ,vgrve0gk,right,TRUE
gakWR8L,g1MGg,16,6,pgW02Qxy,vgrve0gk,left,TRUE
EdZK15x,xvDVE,70,29,GLm4J3xj,NEqrweg2,right,TRUE
g921XYx,x5KqE,14,4,MxMolyEr,NEqrweg2,right,TRUE
Ewo2qVE,grnJg,14,46,jL89GwE2,NEqrweg2,right,TRUE
LljA7Qg,g79VL,41,50,VgaAYnga,NEqrweg2,right,TRUE
Lpj62Ag,x5Ajb,64,12,GLRBdDLj,NEqrweg2,right,TRUE
gGZM9XE,x3Nmg,52,58,pEPkA4LM,NEqrweg2,right,TRUE
g0XzQQg,godWA,70,30,yLQwrkgD,NEqrweg2,right,TRUE
g921XYx,x5KqE,42,40,7gGoPXgw,NEqrweg2,right,TRUE
xMRPRlL,EDwaz,67,11,GL2Dz9gP,NEqrweg2,right,FALSE
g1m3d5g,x5KqE,82,53,VgaAPjga,NEqrweg2,right,FALSE
EjQRz9L,LO1og,125,7,50LzK4Ez,PLlnk5gM,left,FALSE
EqjGlvg,EeA6E,27,58,Bx47oAg2,PLlnk5gM,right,TRUE
gG6oAmE,L80wL,120,55,PLleBdEM,PLlnk5gM,right,TRUE
Eq7lnvx,L2AQx,43,30,0Lp0OwLd,PLlnk5gM,right,TRUE
x5JaP9L,Ll1DE,34,36,lLNwP9ED,PLlnk5gM,right,FALSE
g05MJmx,pEPeg,29,43,KZgnMpEp,PLlnk5gM,right,TRUE
g0QaD1x,g95zg,53,3,bEXNG8xd,PLlnk5gM,right,TRUE
EDODXwL,EeA6E,22,30,Bx47oAg2,PLlnk5gM,right,TRUE
goJQQqE,LR6PL,91,10,GLRBVoLj,PLlnk5gM,right,TRUE
LQ4p00x,Eyv2g,61,57,1x5pwqgK,PLlnk5gM,right,TRUE
LQQRR4L,gav5x,40,24,vgrM4lEk,PLlnk5gM,right,TRUE
gG6oAmE,L80wL,122,5,yLQm00LD,PLlnk5gM,right,FALSE
x30XGQL,L80wL,91,36,Zgn0qALp,PLlnk5gM,left,TRUE
gG6oAmE,L80wL,127,27,bEX982gd,PLlnk5gM,right,TRUE
gG6oAmE,L80wL,123,26,Zgn0qALp,PLlnk5gM,left,FALSE
EjQRz9L,LO1og,122,16,PEjpr2x4,PLlnk5gM,right,TRUE
gG6oAmE,L80wL,128,40,pgWKNaOg,PLlnk5gM,right,TRUE
xb6aBax,goyzL,92,48,PLlMza5E,PLlnk5gM,left,TRUE
EejOQOg,LN7BE,6,45,MxMo8M8E,PLlnk5gM,right,TRUE
gkKo1jg,LNoDE,38,26,GLmX8Rxj,PLlnk5gM,right,FALSE
EjQRz9L,LO1og,123,38,MxMaRJxr,PLlnk5gM,right,FALSE
gaKBn8L,EqMWE,58,7,vgrZX5gk,PLlnk5gM,right,FALSE
LQZ4k1E,L80wL,74,13,Zgn0qALp,PLlnk5gM,left,TRUE
EA4bp7L,EqMWE,24,47,1x5N7XLK,PLlnk5gM,right,FALSE
LN6eY9L,Ednpx,32,34,lLNJAvLD,PLlnk5gM,right,TRUE
EA73ADx,grv2g,67,37,OBx490L2,PLlnk5gM,right,TRUE
x30OrOL,L8j5g,30,2,0g701Bxd,PLlnk5gM,right,TRUE
gG6oAmE,L80wL,126,9,pgWJaWEy,PLlnk5gM,right,FALSE
gr5GPYE,LN7BE,71,10,7EAw7Qx4,PLlnk5gM,left,FALSE
LRWNMyE,Ednpx,65,18,1x52Y0LK,PLlnk5gM,left,TRUE
go067ox,gK6RE,58,18,1x5Yn9xK,PLlnk5gM,right,TRUE
gk5owpL,grv2g,63,0,OBx490L2,PLlnk5gM,right,FALSE
gG6oAmE,L80wL,129,58,GLODvBED,PLlnk5gM,right,TRUE
L2ob4ZE,Eyv2g,49,13,1x5pwqgK,PLlnk5gM,right,FALSE
EPMnKeg,gGneE,29,37,NEq0adL2,PLlnk5gM,right,TRUE
EP4d14E,EP0qE,6,37,NEqpkbL2,PLlnk5gM,right,FALSE
gG6oAmE,L80wL,131,9,1gody2Ax,PLlnk5gM,left,TRUE
Lp0w4AL,LNoDE,15,1,lLNOaBED,PLlnk5gM,right,TRUE
LN6eY9L,Ednpx,66,6,lLNJAvLD,PLlnk5gM,right,FALSE
EjQRz9L,LO1og,120,38,D7g14EmK,PLlnk5gM,right,TRUE
g9OkVwL,Lln5g,47,25,PLlnyO5g,PLlnk5gM,right,TRUE
L2VaY6L,Ednpx,89,39,0g7XrVxd,PLlnk5gM,right,FALSE
gG6oAmE,L80wL,124,40,yx6emqeg,PLlnk5gM,right,TRUE
xbowqoL,gWBKE,65,23,5x36Xvgq,PLlnk5gM,right,TRUE
LN6e6OL,grv2g,31,9,OBx490L2,PLlnk5gM,right,TRUE
LpOzewx,Ednpx,2,12,4EwVMNLp,PLlnk5gM,left,TRUE
x5lm4qg,gWKWg,54,12,yLQNX0ED,GLByzax4,right,TRUE
x5lm4qg,gWKWg,7,15,yLQNX0ED,GLByzax4,right,TRUE
g7wj90g,PEjDx,43,29,17EAP7L4,GLByzax4,right,TRUE
x5lmWMg,6gKRE,82,24,MxMaAyxr,GLByzax4,left,TRUE
xve0dPg,NEdpE,47,15,0g7vV9Ed,GLByzax4,right,TRUE
g1MvQ4g,g1MGg,82,37,PEjOkrg4,GLByzax4,right,TRUE
xY9mepx,PEjDx,22,4,17EAP7L4,GLByzax4,right,TRUE
LO8PvzE,g0kPE,88,0,41gojqE9,GLByzax4,right,TRUE
EewPKXx,gWKWg,40,56,pgWOy5gy,GLByzax4,right,TRUE
g7bMP0E,gWKWg,94,39,yLQNX0ED,GLByzax4,right,TRUE
LQ0R01x,pgWdx,79,19,4EwOeNEp,GLByzax4,left,TRUE
EPkwVeL,god0x,44,16,GLO3RlLD,1godzAx9,left,FALSE
Ll77Zqx,EeA6E,44,12,Bx47oAg2,1godzAx9,right,TRUE
Llpwy5L,xbaAg,35,51,GLOMNBgD,1godzAx9,right,TRUE
xY7RNYE,xblaE,31,10,VgaK11La,1godzAx9,left,TRUE
Ee7DwXx,gWkdg,27,29,bED5Omg7,1godzAx9,left,TRUE
gGJOVvE,EZpRx,69,27,0gJnw8gj,1godzAx9,right,TRUE
xv9JpDg,g0JQL,37,31,Vg93A4L3,1godzAx9,right,TRUE
LQ0mD1x,EeA6E,72,3,7g1qlbgm,1godzAx9,right,FALSE
LlYNWdE,gKMZL,71,1,1goOlzg9,1godzAx9,left,FALSE
EDDXN9E,EeA6E,38,21,Vg95MJg3,1godzAx9,right,TRUE
x40K4Kx,EjpDx,54,22,1gopDvx9,1godzAx9,left,FALSE
x5ooqRE,xblaE,34,9,VgaK11La,1godzAx9,left,TRUE
EwvvoVL,Lp1BE,71,34,WNEqW7x2,1godzAx9,right,FALSE
LlYNWdE,gKMZL,4,43,1goOlzg9,1godzAx9,left,TRUE
LO1rW5g,gKJaE,88,7,7EAPwQXL,1godzAx9,left,TRUE
EX10pJg,xMo8E,48,25,0g7l2oxd,1godzAx9,right,TRUE
Ey7JJKx,xvyDg,46,43,Vg9jn4x3,1godzAx9,right,TRUE
LN77BaE,ga52g,71,37,QEZ1P0Le,1godzAx9,left,TRUE
LzYY3Yx,gWkdg,86,14,bED5Omg7,1godzAx9,left,FALSE
EeXGPOL,x3ZQg,49,26,PLlD43LM,PEjpzZx4,left,TRUE
g1we2rL,EjpDx,11,30,0LzlvWGg,PEjpzZx4,right,FALSE
xbWqbAL,EykPx,36,38,0g75DRLd,PEjpzZx4,right,TRUE
LQZoVkE,x4Kwg,39,22,6gKZ8mEQ,PEjpzZx4,left,FALSE
EwaANbx,EjpDx,3,8,0gJeleEj,PEjpzZx4,right,TRUE
LpJ5q5g,gnlZL,29,36,7gG4Q9xw,PEjpzZx4,left,FALSE
