match_id,team_id,minute,second,taker_id,keeper_id,foot,is_goal
x6Qa3Jg,EPkbL,58,37,qD3OondXoWab,p1A0Ov4bA,right,TRUE
EX1JrQg,Bx4AL,67,26,qJ9pZe1PlA2veee,p1A0Ov4bA,right,TRUE
g9j3yYx,EPkbL,81,8,qjyN6704GA3eee,p1A0Ov4bA,left,TRUE
EA328ax,xYnYL,87,21,qrvM40e9ORWDe,p1A0Ov4bA,right,TRUE
gKpON8x,jL85E,46,33,q7j80aqGpA9veve,prBJW2Gwn,right,TRUE
LQKyB4g,EjQQL,87,43,q5nJJBvBZ4Yeee,prBJW2Gwn,right,FALSE
LQKyB4g,EjQQL,65,16,e9kkGyMbWWWpp,prBJW2Gwn,right,FALSE
gkMmwkL,Vg9zx,64,58,qKdd5RA3BQOeee,prBJW2Gwn,right,FALSE
LVJ0lZL,jL85E,86,13,qPlrMDKOe7mee,rWja9B9O0Y,right,TRUE
xbyB2Vg,0LzWE,80,10,ybnj4n5bGD,rWja9B9O0Y,right,TRUE
g0keVPE,g057x,81,14,qwkDvJmabQWee,35oyzGz394A,right,TRUE
LVppYag,gWKWg,42,24,q5Om73pA7Wze6e,35oyzGz394A,right,TRUE
LpJDoeg,GL2Qx,60,42,qOwZKqOwDJMee,35oyzGz394A,right,TRUE
LR9DQDx,6gKRE,50,21,qwVN8GvNryDee,35oyzGz394A,left,FALSE
xbyPvBg,PEjDx,82,36,L8jrZnAl,35oyzGz394A,right,FALSE
EqObndx,EAo7x,87,40,qr3Bo78z36pveee,35oyzGz394A,right,FALSE
EdGN52L,gWKWg,26,22,q5Om73pA7Wze6e,35oyzGz394A,right,TRUE
LBZ8XWL,EDbrx,58,18,envdlroNPYlpppr,35oyzGz394A,right,TRUE
LmQmW7L,gKlax,35,38,qAX33B2AO567e,35oyzGz394A,left,FALSE
gGvKyeE,EDbrx,55,57,qJJJkd1YYyo6e,35oyzGz394A,left,FALSE
Ew9jGBx,PEjDx,90,33,L8jrZnAl,35oyzGz394A,right,TRUE
EZWPMeg,6gKRE,48,1,grdBwyyXl,35oyzGz394A,left,TRUE
L2MWr6x,bg0Qx,70,52,qRaX24rwZnoee,35oyzGz394A,right,FALSE
g7njzoE,6gKRE,58,40,qPXnnVmWmKeeeeee,35oyzGz394A,left,TRUE
L8DJN5L,grJ5g,18,47,yYW0PZ1mlo,35oyzGz394A,right,TRUE
gW0DNqx,0LzWE,32,33,ybnj4n5bGD,yJBWNmejz21,right,TRUE
LO8oqoE,GLRPg,49,38,qrd1eyNK2Revee,yJBWNmejz21,left,TRUE
xbyBRqg,GLRPg,85,48,y976zzAakpeXX,yJBWNmejz21,right,TRUE
xvwPAyL,EZpRx,36,15,ql9j1Jqz34YeDee,p1Y9B9ZqXz5e,right,TRUE
goDXYqx,LQBbE,32,34,qJX9O5RAPOvOeee,p1Y9B9ZqXz5e,right,TRUE
xvwPAVL,EykPx,54,20,qJ2vArl1qApDDee,p1Y9B9ZqXz5e,right,TRUE
gKd3m9x,EZvzE,84,3,qr12Aej8zXOeeee,p1Y9B9ZqXz5e,right,TRUE
x5j5PRL,xvyDg,86,0,qrV2XAooOXqOOeoee,p1Y9B9ZqXz5e,right,TRUE
EqOPqox,x35zE,20,53,q73Pmnko19Deeee,p1Y9B9ZqXz5e,left,TRUE
goDXeex,x4Kwg,86,48,q5lmY16Oveye6e,p1Y9B9ZqXz5e,left,TRUE
LzMPr4x,g9Z3x,31,56,qZpzX26o4eoedee,p1Y9B9ZqXz5e,left,TRUE
EenvKrg,xY8kg,66,34,r72ma8VOw,qJVQAQnPOVm6,right,FALSE
xvwG57L,x5oeE,71,26,qV4yN5ADoleeeee,qJVQAQnPOVm6,left,FALSE
xY7GYkE,xY7nE,83,22,qJG062oMNlwOeDeee,qJVQAQnPOVm6,left,TRUE
Ey7NwJx,EAnag,63,7,qX4okr0Znoyeee,qJVQAQnPOVm6,left,TRUE
x69kBmg,x5YPx,44,38,qry8M3GWl5M6eeeee,qJVQAQnPOVm6,right,TRUE
Eyak6aE,EAwjx,82,2,qQkb8vGP0J7eee,qJVQAQnPOVm6,right,FALSE
gJ8zz2L,x6m7g,81,13,qjNOW2bwnRqeee,qJVQAQnPOVm6,left,TRUE
gr5aV0E,EjQQL,57,5,q5nJJBvBZ4Yeee,qJVQAQnPOVm6,right,TRUE
EjQOaAL,xY7nE,39,9,q78rKOq8vd6eeee,qJVQAQnPOVm6,right,TRUE
g9QZd3g,ED4mE,31,7,qyPl1WNk8Kjeee,qJVQAQnPOVm6,right,TRUE
LOp046E,EjQQL,5,36,JAwlaOqMzNe07777,qJ98JYNQ8Gn6,right,TRUE
EyJKoog,5x3zg,69,54,qN3pk88b0Gbee,yd1XbdaYYz7y,right,FALSE
EX1Pr2g,EDbrx,75,18,qr8yoZ4kk0OvWee,yd1XbdaYYz7y,right,FALSE
LV8y67g,EeM6E,62,17,y2rDBkAj1,yd1XbdaYYz7y,left,TRUE
LRKrGPE,5x3zg,71,17,qr6NoGmP5bPOe,yd1XbdaYYz7y,right,FALSE
gr5nD3E,PEjDx,20,32,L8jrZnAl,yd1XbdaYYz7y,right,TRUE
xYWjKpE,EjYZL,56,11,qMbz1a3byqKeee,yd1XbdaYYz7y,right,TRUE
LQwrM1g,0gJwx,73,49,pWzpZnXk6jpo,yd1XbdaYYz7y,right,TRUE
Ewo1yVE,g057x,11,55,qrqeeeZQ5BZDeeeee,yd1XbdaYYz7y,left,TRUE
g17K22L,NEdpE,32,33,qNPDlP201y7e,yd1XbdaYYz7y,right,FALSE
grJ3n0g,GL2Qx,5,44,qrpWO2vPZdX6e,yd1XbdaYYz7y,left,TRUE
LNZPW7L,gaQ8g,6,45,qjQdGOKVwMWvee,yd1XbdaYYz7y,right,TRUE
x5jKRRL,x3D9L,53,44,qm8pwnlj3Vv7eO,yd1XbdaYYz7y,right,TRUE
LlpjPDL,5x3zg,73,33,qKq7o8lW9DJeeeee,yd1XbdaYYz7y,right,TRUE
LBABQ6x,PEjDx,46,10,L8jrZnAl,yd1XbdaYYz7y,right,TRUE
LO8PRoE,gWKWg,30,25,pWMlWzkWVQ3oBA,yd1XbdaYYz7y,right,TRUE
gWy50OL,EAwjx,58,55,qQkb8vGP0J7eee,ew3bAJ7Ba9XP,right,TRUE
EAY0Q8E,g0bML,89,24,n3qed61jAXZ,ew3bAJ7Ba9XP,left,TRUE
EDY101g,Ll1DE,6,46,qbkqAn2rz3aeeeee,ew3bAJ7Ba9XP,right,TRUE
x5n5MoL,x5YPx,20,36,qry8M3GWl5M6eeeee,ew3bAJ7Ba9XP,right,TRUE
xbnV0nx,EjQQL,94,23,qlVJWVNA0vwvDeee6,ew3bAJ7Ba9XP,right,TRUE
EDY101g,Ll1DE,75,29,qj0MM2OR35Oveeeee,ew3bAJ7Ba9XP,left,FALSE
Llp72QL,xY8kg,91,39,r72ma8VOw,ew3bAJ7Ba9XP,right,TRUE
LBqkMGx,EAwjx,48,29,q7PylY0jn57Deeebe,ew3bAJ7Ba9XP,right,TRUE
xvDP8yE,goyzL,68,19,qMwo4bJ1pQ4eeeeee,ew3bAJ7Ba9XP,right,TRUE
xb51Jag,EAnag,40,42,qyQy381M9Xpe,ew3bAJ7Ba9XP,right,TRUE
EZGz7dg,Ll1DE,34,44,qbkqAn2rz3aeeeee,ew3bAJ7Ba9XP,right,TRUE
gnjPOAg,x6m7g,2,8,qrQmqwXAYleOeeeee,ew3bAJ7Ba9XP,right,FALSE
LRG5PvE,ED4mE,63,14,qrK5W3nX3y8veeeee,ew3bAJ7Ba9XP,left,TRUE
L2plB9g,EDDJE,87,23,qbGlA5JdyVaeee,ew3bAJ7Ba9XP,right,TRUE
g92wMYx,LBQGx,60,22,q7vm6pOZm4keeee,ew3bAJ7Ba9XP,right,TRUE
gn0kvBL,Ew2wL,52,16,qyPkb0lj5j6eeeee,ew3bAJ7Ba9XP,right,TRUE
x4YJWKL,Ll1DE,30,20,qbkqAn2rz3aeeeee,ew3bAJ7Ba9XP,right,TRUE
LlyO7qE,x6m7g,54,51,qXaAK3k880vee6,ew3bAJ7Ba9XP,right,TRUE
g0pB2vg,Ew2wL,26,12,qDX1BRoJQbMeedee,ew3bAJ7Ba9XP,right,TRUE
g0wnjvE,g089g,47,3,qbX1b2w6KOmbeee,ew3bAJ7Ba9XP,left,TRUE
L8N6bng,x5w9E,23,52,qyvkjz5VqdZeeeee,ew3bAJ7Ba9XP,right,TRUE
xvDPRVE,EjQQL,21,30,JAwlaOqMzNe07777,ew3bAJ7Ba9XP,right,TRUE
g7VXdRE,x5w9E,46,20,q013oD4ZKvWeeOeo,ew3bAJ7Ba9XP,right,TRUE
LR9ZlOx,EAnag,22,9,qlPAR5XJnKdeDee,ew3bAJ7Ba9XP,right,TRUE
x4YJWKL,Ll1DE,95,46,qbkqAn2rz3aeeeee,ew3bAJ7Ba9XP,right,TRUE
g17bO3L,xbOBL,45,28,qGNPDBQbWN0ep,ew3bAJ7Ba9XP,right,FALSE
g08Yb6g,Lp6og,69,25,qGRA0d1Dmqdeeeeee,ew3bAJ7Ba9XP,right,TRUE
LQj9QkE,x5YPx,73,50,qX1Vr2P0RYQeeee,ew3bAJ7Ba9XP,right,TRUE
x3XvmaL,LQ0wx,31,52,qrYRa8R15eqDWeeee,ew3bAJ7Ba9XP,right,TRUE
LRG5VbE,xv9yg,44,31,qJBlyO5Xwayeeee,ew3bAJ7Ba9XP,left,FALSE
x40y3px,goyzL,49,43,e9V3vPWDWONpp,ew3bAJ7Ba9XP,right,TRUE
gn0kaYL,xY7nE,31,25,yQqJWPjM8mly,ew3bAJ7Ba9XP,left,TRUE
x5n5MoL,x5YPx,82,18,qAMeynvRmXW7eOee,ew3bAJ7Ba9XP,right,TRUE
xb51Jag,EAnag,82,5,qyQy381M9Xpe,ew3bAJ7Ba9XP,right,TRUE
LNZj0BL,x5w9E,18,34,qpb6G6P8Vn3eeeee,ew3bAJ7Ba9XP,right,TRUE
L8oAZVx,LmnzE,29,28,qlb5n9MDNW,A3QzWlBj36nX,right,TRUE
xM59eqx,ga52g,10,38,qlXrk5Rvw4ReDe,A3QzWlBj36nX,left,TRUE
x527BeL,gGneE,40,59,q5rA2Za7W60eeee,A3QzWlBj36nX,left,TRUE
xM59eqx,ga52g,40,53,qlXrk5Rvw4ReDe,A3QzWlBj36nX,left,TRUE
LOA953g,ga52g,30,48,qlXrk5Rvw4ReDe,A3QzWlBj36nX,left,TRUE
x4QbbJL,ga52g,29,42,qlXrk5Rvw4ReDe,A3QzWlBj36nX,left,TRUE
gklMGAx,L2AQx,88,22,87K5KwbaOB0llm,A3QzWlBj36nX,right,FALSE
gKZb99E,LzlWg,67,3,q2nPXroaDYpe,A3QzWlBj36nX,right,TRUE
go06Xex,Ednpx,72,46,8ODDNpGY4ODJ,A3QzWlBj36nX,right,TRUE
goJN0BE,bED4E,42,56,qroWaaqkA52Oe,A3QzWlBj36nX,left,TRUE
EXBdQVx,xbGkL,54,23,qD1yevjpyDaeeee,A3QzWlBj36nX,right,TRUE
go06Xex,Ednpx,65,9,qKyMkMzZzwQebeee,A3QzWlBj36nX,right,TRUE
goD3Nqx,gWBKE,91,24,q1R7Bke4wD4eee,A3QzWlBj36nX,right,FALSE
Ee609Pg,LN7BE,7,56,pj2jwjvp4A,A3QzWlBj36nX,right,TRUE
gWYbBaL,gGneE,77,43,Y0JRlKQjM,A3QzWlBj36nX,right,FALSE
xM4dOJg,LO5kl,89,40,qand1WPPX9meeeee,A3QzWlBj36nX,left,TRUE
xMkmQ8E,xblaE,35,36,qr9ZKPXYa2Jeeeo,q7VrV4Q7Kz0v,left,FALSE
EDDX2rE,LVB6L,59,42,qrarZeelpj2OOeDee,q7VrV4Q7Kz0v,left,TRUE
g0y5Mvx,xvyDg,76,32,qOlWwKp41R2eee,q7VrV4Q7Kz0v,right,FALSE
EwO4OVE,EDQYg,20,24,r65dwz3Z9w,q7VrV4Q7Kz0v,right,TRUE
Ee7DwXx,EykPx,9,58,qR2YZVkqkqaeeee,q7VrV4Q7Kz0v,left,TRUE
gn0eVpL,EZpRx,21,32,qQkb8vGP0J7eee,q7VrV4Q7Kz0v,right,TRUE
EdWBvpL,EZvzE,93,49,q1P2yPnVk24veee,q7VrV4Q7Kz0v,right,TRUE
g9YlZ4g,LQVdE,50,54,q9Q6mykbaweee,p5Bo8bbVdQQo,left,TRUE
gkYzKML,LRyOx,23,45,qMw91lZ1X1Vee,p5Bo8bbVdQQo,left,TRUE
LBpAB2g,EdVwx,73,32,qGD58bjBqNpeppe,A76ZP175y9Bj,right,TRUE
EwlO98g,gkvzE,41,1,q7j80aqGpA9veve,pGXz1Qpn6rMo,right,TRUE
LpORVBx,Ew0pg,34,49,JAOORa9mNyr47777,pGXz1Qpn6rMo,left,TRUE
g1wea0L,gWkdg,46,22,qaZOD8j8dm0eeeee,pGXz1Qpn6rMo,right,TRUE
EdGOyVL,EqM6E,47,46,qG2jjmr3n7evve6ee,pGXz1Qpn6rMo,left,FALSE
EjQG87L,grZYg,125,21,q01ajW0Kkzpeee,pGXz1Qpn6rMo,right,FALSE
LlW1KVx,LQPkx,61,58,qGR85AYXn6weee,pGXz1Qpn6rMo,right,FALSE
gakpKjL,gnlZL,52,12,qrVP72XM852Oee,pGXz1Qpn6rMo,right,FALSE
EdGOV5L,gaq8g,48,5,qPnk5XeMbWbe7eee,pGXz1Qpn6rMo,right,TRUE
LVpn26g,x3O9x,74,12,qr90bMVrlp3Oeeee,pGXz1Qpn6rMo,right,TRUE
EZymKdL,x6m7g,68,11,pqD6YbR18Ndooo,pGXz1Qpn6rMo,right,FALSE
xv9JAyg,x35zE,8,18,qrV6mN2VRm0OOe,pGXz1Qpn6rMo,right,TRUE
g1Qjj3g,gGroE,27,41,qWDPPZZo7567eee,pGXz1Qpn6rMo,left,TRUE
gGbbdoE,L2N6L,29,43,AVy1PVmokyK6XX7,pGXz1Qpn6rMo,right,TRUE
xY8ddYg,gkvzE,41,1,q7bM1W4jdpkDeve6e,pGXz1Qpn6rMo,left,TRUE
xYZW8GL,EjpDx,50,19,qrKOnweMlo57eee,pGXz1Qpn6rMo,left,TRUE
goZnV3E,LQy1L,6,3,qJX9O5RAPOvOeee,pGXz1Qpn6rMo,right,TRUE
LOBpWkx,ga52g,52,4,qlXrk5Rvw4ReDe,pGXz1Qpn6rMo,left,TRUE
EjQG87L,grZYg,123,55,qr7KR2zN1vX6eWe,pGXz1Qpn6rMo,right,TRUE
EjQG87L,grZYg,122,26,qJeJKQYrbNyDee,pGXz1Qpn6rMo,right,TRUE
LpWJaqx,LpawE,2,4,qlYDJ9vjA9Deeeeee,pGXz1Qpn6rMo,right,TRUE
gWKDOQg,EjpDx,86,6,qr4wdqzYbNlOeo,pGXz1Qpn6rMo,left,TRUE
xve7o7g,EZpRx,67,15,qkqMzP7rjAMe,pGXz1Qpn6rMo,right,TRUE
EjQG87L,grZYg,121,1,lRNZnolvpWDQQQ,pGXz1Qpn6rMo,right,FALSE
gapv57E,L8j5g,34,7,yrP93Vlo8no,pGXz1Qpn6rMo,right,TRUE
gnR0e1g,gkvzE,56,57,pWMlWzkWVQ3oBA,pGXz1Qpn6rMo,right,TRUE
g9Yjy2g,xMo8E,53,58,qr4zPm4Y4ajWee,pGXz1Qpn6rMo,right,TRUE
LB3Q3PE,gkvzE,30,12,357N9KKvAA,yv2d2b4rqM81,right,TRUE
gGb7mAE,LR6PL,34,38,q56JbXOYa3aeeee,yv2d2b4rqM81,right,FALSE
x3baWmg,xYAGZ,27,38,rdwQWdlmaZ15ll,yv2d2b4rqM81,right,TRUE
gGb79oE,LNoDE,45,29,qG14vQwXQdNDe,yv2d2b4rqM81,right,TRUE
gJkyj2x,Eyv2g,80,14,qOkpG0dBQ8Neee,yv2d2b4rqM81,right,TRUE
gGb79oE,LNoDE,55,59,qG14vQwXQdNDe,yv2d2b4rqM81,right,TRUE
xYWVVME,gGbkE,91,31,qwXMYqQj14pe,yv2d2b4rqM81,right,TRUE
x5oOrqE,EdVwx,74,14,qMNRWORz34oeee6,yv2d2b4rqM81,right,FALSE
x3baWmg,xYAGZ,67,2,rdwQWdlmaZ15ll,yv2d2b4rqM81,right,TRUE
EqMDaDE,LNoDE,19,43,qMm7BaePzakveee,yv2d2b4rqM81,right,TRUE
EPb4kbx,L8j5g,85,57,qyQy381M9Xpe,yv2d2b4rqM81,right,FALSE
xYVPmeL,rxbAg,35,38,qjwkJpVyR99pee,yvRbpAojMl91,right,TRUE
x4j9zkE,EAP9X,60,51,qOZ41nne187ee6,yvOdkNWBadK1,right,FALSE
Ey92GoE,LOe5g,4,24,qolMww2VDRneeeee,yvGp186r914X,left,FALSE
EXqlJeg,xYnYL,88,24,qazoDlJkQ57be,yvGp186r914X,left,TRUE
EXV35wx,xYnYL,54,28,qnPb4PBdppKedeWe,yvGp186r914X,right,TRUE
gnqnXYE,Eyv2g,46,28,qOkpG0dBQ8Neee,yvGp186r914X,right,FALSE
EylzaaL,0LzWE,22,53,qGB3A4V0yj7veee,yvGp186r914X,right,TRUE
Ewo2Y8E,Bx4AL,15,36,yJorwwpjaA9yXX,yvGp186r914X,right,TRUE
gnjz0wg,LNpOg,2,2,AdM1zqVWjqYX8X7,yvGp186r914X,left,TRUE
LQwoR6g,EeA6E,79,5,q7YbdjoD06ZDe,pqydn4677MJo,right,TRUE
LlYNjdE,xvyDg,17,32,qOlWwKp41R2eee,pqydn4677MJo,right,TRUE
Ew9AkVx,god0x,87,27,qraKJA06aR76ee,pqydn4677MJo,right,TRUE
LRKrObE,JEy1E,11,22,qwb28eNmzK7e,ya1z4bjkazBX,right,FALSE
gKBpZRE,Lln5g,83,33,q8oR1275YKWeeeee,ya1z4bjkazBX,left,TRUE
xbYnNJg,PEjDx,56,31,qV4BNaQlVQpeeee,ya1z4bjkazBX,right,TRUE
EZOB8zg,Lln5g,32,31,qro22nqeq4Ovee,ya1z4bjkazBX,right,TRUE
LO3ppzL,Ll7Dx,81,40,qwXMYqQj14pe,ya1z4bjkazBX,right,TRUE
L2n1vDL,EeM6E,20,21,qwnPvnJdpVbe,ya1z4bjkazBX,right,TRUE
gWy01QL,g9XJE,93,42,36DXkd47P5naAAAvQ,ya1z4bjkazBX,right,TRUE
g0QaAOx,gGbkE,26,52,qro22nqeq4Ovee,ya1z4bjkazBX,right,TRUE
x32l6Ag,gGneE,25,3,qyPB7Nq1Y3meeeee,ya1z4bjkazBX,right,FALSE
LNb24OL,Ednpx,27,45,pjQAMpMqlajooo,ya1z4bjkazBX,left,TRUE
EeDQK1L,gKlax,88,0,qAX33B2AO567e,ya1z4bjkazBX,left,TRUE
g0bpb7L,gKlax,59,39,qjR0M2G72ldeee,ya1z4bjkazBX,right,FALSE
x4bZ1ME,Ew4Gg,29,52,qr8l1pvRAPAee,ya1z4bjkazBX,right,TRUE
EAZ16Dg,grv2g,70,48,qXB1p9y54eYebee,ya1z4bjkazBX,right,TRUE
gWya8WL,g9m5g,77,59,3b23mK5Wy07AA,ya1z4bjkazBX,right,TRUE
x5JJlqL,LO1og,8,25,qJlrK1ayKoj6eDe,ya1z4bjkazBX,right,TRUE
xb5Q2Bg,L8j5g,60,27,qkrwmr8dDQKbede,ya1z4bjkazBX,right,FALSE
EyYzeJE,gGbkE,56,54,qJa6Pp0lJkODeee,ya1z4bjkazBX,right,TRUE
g0bpb7L,gKlax,63,23,qnBwMNy7lKeee,ya1z4bjkazBX,right,TRUE
EeDQK1L,gKlax,61,40,qAX33B2AO567e,ya1z4bjkazBX,left,TRUE
grRQeJg,gnMpE,67,19,qA5823WveD6eeOee,ya1z4bjkazBX,right,FALSE
LO1ywog,JEy1E,80,11,qroWaaqkA52Oe,ya1z4bjkazBX,left,TRUE
gae94bg,LO5kl,2,14,qwRzoqoW2GdeeeOe,ya1z4bjkazBX,left,TRUE
L2dy9Qg,GL2Qx,55,31,qrw5A7KdBY4eeeo,ya1z4bjkazBX,right,TRUE
g1Qeeeg,Eqreg,9,51,qrOJDj0WOGDOeeee,ya1z4bjkazBX,right,TRUE
EXMmN8g,Eyb1g,82,50,qr2Yb5lA765dWe,ya1z4bjkazBX,right,TRUE
xbyMDBg,LQ0wx,60,8,qraX63epkRmeeeee,3m95k9BVNZmA,left,TRUE
gGJGVkE,xY8kg,73,22,qlrjwQ0ryRyeeee,3m95k9BVNZmA,right,TRUE
Ejl8y2x,EyblX,61,15,qX77jawq160eeee,3m95k9BVNZmA,right,TRUE
EZyb6WL,xbOBL,55,58,lweRnzMY9lDQQQ,3m95k9BVNZmA,right,FALSE
gJjRlXg,EypaL,42,10,3ra1poORDe9,3m95k9BVNZmA,left,FALSE
LBpn0Og,PEjDx,78,42,L8jrZnAl,yBDdrDN3BJ0X,right,TRUE
x5lmJRg,GLB6L,63,37,GLBNRw6L,yBDdrDN3BJ0X,right,TRUE
Ed68Onx,Ll1DE,93,0,qOwpG61Xoe5eee,pWvrXz5wXKRo,right,FALSE
goO8zog,x5YPx,5,0,q5KPz8Wk4N4eee,pWvrXz5wXKRo,right,TRUE
x6Q2M2g,x5w9E,91,24,qJo4nper6d0eeee,pWvrXz5wXKRo,right,TRUE
gk5oa0L,EqMWE,88,52,qp7w30VDVZOeee,q5RBD8D36BMe,right,FALSE
g05klOx,LN7BE,74,45,qJVJrZ7KonjDee,q5RBD8D36BMe,right,TRUE
EjOwV2g,EA0DL,49,58,qJXRNXOeemJOee,q5RBD8D36BMe,left,TRUE
EX8V8lE,L8j5g,4,40,qyQy381M9Xpe,q5RBD8D36BMe,right,TRUE
g7bn59E,g95zg,23,21,qpp7z9VKNwQe6e,q5RBD8D36BMe,right,TRUE
g05klOx,LN7BE,9,50,qreVzW02bm5ee,q5RBD8D36BMe,right,TRUE
gKyDDmL,xvd8E,27,23,qVjyOZeb37Xeedee,q5zPYodwja6e,left,FALSE
gJnmN2g,xMo8E,15,16,q7bp3e0RPA5ve,q5zPYodwja6e,right,TRUE
gn0eYpL,xMo8E,26,59,qYM3RvOGWaveeee,q5zPYodwja6e,right,TRUE
Ey9Rk2E,EZpRx,63,52,qQkb8vGP0J7eee,q5zPYodwja6e,right,TRUE
gJnmlwg,EZvzE,24,30,qr12Aej8zXOeeee,q5zPYodwja6e,right,TRUE
LmQllML,L2N6L,95,15,qrOl7VenB3n6eOe,q5zPYodwja6e,right,TRUE
xY7RMZE,EeA6E,22,46,q7YbdjoD06ZDe,q5zPYodwja6e,right,TRUE
gGJOyAE,EZpRx,4,59,qkqMzP7rjAMe,q5zPYodwja6e,right,FALSE
x5Ylj0x,gnlZL,84,47,qJK4eKyqzWkve,q5zPYodwja6e,right,FALSE
gWKD1qg,EeA6E,34,50,q7YbdjoD06ZDe,q5zPYodwja6e,right,TRUE
xY7RMZE,EeA6E,83,54,q7YbdjoD06ZDe,q5zPYodwja6e,right,TRUE
LmQllML,L2N6L,34,40,3DZBN7J4Ko3aaAv,q5zPYodwja6e,left,TRUE
EjlJjGx,pgWdx,42,6,n7GzQqRePG5,pZ1VyAw36njo,right,TRUE
gopPYox,Ew4Gg,86,2,qJMvnQP2q4meee,pZ1VyAw36njo,right,TRUE
EP9Xb2g,GL2Qx,36,10,q2wbGKNXO3eeee,pZ1VyAw36njo,right,TRUE
gakWR8L,g1MGg,16,6,qr60D0BQYjDdOe,pZ1VyAw36njo,left,TRUE
g7wjV1g,xbyBg,7,53,yJorwwpjaA9yXX,pZ1VyAw36njo,right,FALSE
x5jWlBL,pgWdx,42,58,qJzNMmRRADDDeee,pZ1VyAw36njo,right,FALSE
x5jWlBL,pgWdx,79,35,3DP4YZXrd4AaAAA,pZ1VyAw36njo,right,TRUE
x5wDXoE,bED4E,90,0,qolVZAA1A56ed,pZ1VyAw36njo,right,TRUE
EX1P5eg,EAo7x,88,30,qGqOoyWqm60ee,pZ1VyAw36njo,left,TRUE
LR4lj1g,PEjDx,76,27,qr36bpoPG1V6e,pZ1VyAw36njo,right,TRUE
EyQ12XE,Ew4Gg,89,48,q7j22O9dPwlveve,pZ1VyAw36njo,right,FALSE
g921XYx,x5KqE,14,4,pJD1JNq08YQo,qKVKKBmjmPWe,right,TRUE
g921XYx,x5KqE,42,40,qKQM2YA7Q4Oeee7e,qKVKKBmjmPWe,right,TRUE
Ewo2qVE,grnJg,14,46,qGBbGmvrkv9eeee,qKVKKBmjmPWe,right,TRUE
LljA7Qg,g79VL,41,50,q5Bk3GeGRN3eeee,qKVKKBmjmPWe,right,TRUE
xMRPRlL,EDwaz,67,11,q1jJB6Y4zwDevee,qKVKKBmjmPWe,right,FALSE
EdZK15x,xvDVE,70,29,qlKYRRaM8beveepe,qKVKKBmjmPWe,right,TRUE
gGZM9XE,x3Nmg,52,58,q30O9bl7y6mee,qKVKKBmjmPWe,right,TRUE
g1m3d5g,x5KqE,82,53,q5Ka7ozo6K1ebee,qKVKKBmjmPWe,right,FALSE
g0XzQQg,godWA,70,30,qDzGP63zBddee,qKVKKBmjmPWe,right,TRUE
Lpj62Ag,x5Ajb,64,12,qX9AWWnabp0ee6e,qKVKKBmjmPWe,right,TRUE
LQQRR4L,gav5x,40,24,qJXmpa6aM0yeeD,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,124,40,qrA2Yq75n2dDeeeev,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,123,26,qj390qMJalYeee,p3ow61DzYvWA,left,FALSE
gk5owpL,grv2g,63,0,EwD1KJ0dK,p3ow61DzYvWA,right,FALSE
g9OkVwL,Lln5g,47,25,ql0Qvz5bKwbeeeeee,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,122,5,qNKwvYr3AAWeeee,p3ow61DzYvWA,right,FALSE
LN6eY9L,Ednpx,66,6,qrYD7D142dWdee,p3ow61DzYvWA,right,FALSE
LN6eY9L,Ednpx,32,34,qrYD7D142dWdee,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,128,40,qj5rlaa2Q5dveee7eO,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,129,58,qlMwqv8A7ZYDoee,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,126,9,qrPJ0Vv7lozvO,p3ow61DzYvWA,right,FALSE
gaKBn8L,EqMWE,58,7,qp7w30VDVZOeee,p3ow61DzYvWA,right,FALSE
x5JaP9L,Ll1DE,34,36,qbkqAn2rz3aeeeee,p3ow61DzYvWA,right,FALSE
EDODXwL,EeA6E,22,30,q7YbdjoD06ZDe,p3ow61DzYvWA,right,TRUE
gG6oAmE,L80wL,127,27,qJel2qYenzjWeoe,p3ow61DzYvWA,right,TRUE
LpOzewx,Ednpx,2,12,qrbBZv784dldeeee,p3ow61DzYvWA,left,TRUE
gG6oAmE,L80wL,120,55,qy0BZdWPV74eeed,p3ow61DzYvWA,right,TRUE
xbowqoL,gWBKE,65,23,qrKbQPjz42NDe,p3ow61DzYvWA,right,TRUE
gr5GPYE,LN7BE,71,10,qrzM2a8YRwlDee,p3ow61DzYvWA,left,FALSE
EPMnKeg,gGneE,29,37,qWN3vjlrpvpeeeee,p3ow61DzYvWA,right,TRUE
EjQRz9L,LO1og,123,38,qN3pk88b0Gbee,p3ow61DzYvWA,right,FALSE
g0QaD1x,g95zg,53,3,qDom28oGVzNbe7ee,p3ow61DzYvWA,right,TRUE
EjQRz9L,LO1og,125,7,yZ4r0Bb71,p3ow61DzYvWA,left,FALSE
go067ox,gK6RE,58,18,qrQVPn8Wbemvee,p3ow61DzYvWA,right,TRUE
LN6e6OL,grv2g,31,9,EwD1KJ0dK,p3ow61DzYvWA,right,TRUE
EqjGlvg,EeA6E,27,58,q7YbdjoD06ZDe,p3ow61DzYvWA,right,TRUE
